JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
DE-F-008,Data Engineer,Fresher,0-1,Python; Java; SQL; MongoDB; Airflow Basics; AWS Basics; Linux,Assist senior engineers in data pipeline workflows; Support monitoring of ETL processes; Participate in pipeline testing; Collaborate in cross-functional teams; Perform debugging of queries,SQL; Python; ETL; Airflow; AWS
DE-F-009,Data Engineer,Fresher,0-1,Python; SQL; PostgreSQL; MongoDB; Hadoop Basics; AWS Cloud Basics,Support data ingestion processes; Work on ETL fundamentals; Assist with cloud storage management; Help optimize queries under guidance; Participate in data testing,Python; SQL; PostgreSQL; Hadoop; AWS
DE-F-010,Data Engineer,Fresher,0-1,Python; Java Basics; SQL; MongoDB; Spark Fundamentals; Azure Basics; ETL Basics,Assist in Spark-based tasks; Support pipeline testing; Work on database administration basics; Collaborate on ETL workflows; Support cloud deployments,SQL; Python; ETL; Spark Basics; Azure
DE-E-001,Data Engineer,Experienced,2-3,Python; Scala; Java; SQL Optimization; Apache Spark; Kafka; Airflow; AWS S3; Redshift,Develop and maintain robust ETL pipelines; Optimize SQL queries for large-scale datasets; Work with big data technologies; Deploy pipelines on AWS cloud; Ensure data quality and governance,Python; SQL; Spark; Kafka; ETL; AWS; Data Warehousing
DE-E-002,Data Engineer,Experienced,3-4,Python; Java; SQL; Apache Kafka; Snowflake; Airflow; AWS Glue; Hadoop,Build scalable data pipelines; Implement data quality frameworks; Work on Snowflake and Redshift; Collaborate with analysts to deliver insights; Automate ETL processes using Airflow,Python; SQL; ETL; Snowflake; Kafka; Airflow; AWS
DE-E-003,Data Engineer,Experienced,4-5,Scala; Python; SQL; Kafka; Flink; Databricks; GCP BigQuery; Data Modeling,Develop streaming pipelines with Kafka and Flink; Implement data warehousing solutions; Model data with partitioning and indexing; Optimize pipeline performance; Collaborate with product teams on data requirements,Scala; Python; SQL; Kafka; Flink; BigQuery; Databricks
DE-E-004,Data Engineer,Experienced,5+,Python; SQL; Spark; Hadoop; AWS EMR; Snowflake; Data Modeling; Airflow,Lead development of data architecture; Manage large-scale Spark jobs; Implement governance and compliance controls; Mentor junior engineers; Deploy scalable pipelines on cloud,Python; SQL; Spark; Hadoop; AWS; Snowflake; Airflow
DE-E-005,Data Engineer,Experienced,2-3,Java; Python; SQL; Kafka; Airflow; GCP BigQuery; MongoDB; Data Partitioning,Build real-time data pipelines; Integrate structured and unstructured data sources; Collaborate with data science teams; Ensure pipeline scalability and reliability; Automate workflows,SQL; Python; Kafka; Airflow; BigQuery
DE-E-006,Data Engineer,Experienced,3-5,Python; Scala; SQL Optimization; AWS Glue; Databricks; Flink; Snowflake; Airflow,Develop scalable ETL pipelines; Manage AWS-based big data workflows; Implement data governance best practices; Design star-schema models; Work closely with DevOps for CI/CD pipelines,SQL; Python; AWS Glue; Snowflake; Databricks; Flink
DE-E-007,Data Engineer,Experienced,4-5,Python; Java; SQL; Spark; Kafka; AWS Redshift; Azure Data Lake; Airflow,Maintain high-volume data pipelines; Optimize data storage and retrieval; Collaborate with stakeholders to design data strategy; Ensure pipeline performance SLAs; Contribute to architecture decisions,SQL; Python; Spark; Kafka; AWS; Airflow
DE-E-008,Data Engineer,Experienced,5+,Python; SQL; Scala; Snowflake; BigQuery; Hadoop; Airflow; Kafka; Data Governance,Lead migration of on-prem pipelines to cloud; Design and implement scalable data architecture; Mentor data engineering teams; Ensure compliance with security standards; Oversee high-performance ETL pipelines,Python; SQL; Snowflake; BigQuery; Airflow; Data Governance
DE-E-009,Data Engineer,Experienced,3-4,Python; Scala; SQL; Kafka; Flink; Azure Synapse; MongoDB; Airflow,Develop batch and streaming solutions; Optimize SQL-based data retrieval; Automate pipelines with Airflow; Work with real-time analytics pipelines; Ensure cost-efficient solutions in cloud,Python; SQL; Kafka; Flink; Airflow; Azure Synapse
DE-E-010,Data Engineer,Experienced,5+,Python; Java; SQL; Spark; AWS Glue; Snowflake; Data Modeling; Airflow; Kafka,Lead end-to-end data engineering projects; Architect solutions for large data lakes; Collaborate across product and engineering; Ensure robust monitoring of pipelines; Mentor junior engineers,Python; SQL; Spark; Snowflake; AWS; Kafka; Airflow
DS-F1,Data Scientist - Entry Level,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; MongoDB; Basic ML: classification, regression, clustering; Data wrangling; Data preprocessing",Assist in analyzing datasets and generating insights; Perform data cleaning and preprocessing; Implement basic predictive modeling tasks; Collaborate with senior team members; Learn best practices for data science workflows,Data Scientist; Python; R; SQL; Machine Learning; Data Analysis; Pandas; NumPy; Visualization
DS-F2,Junior Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; Excel; Basic ML: logistic regression, decision trees, K-means; MySQL; PostgreSQL","Support senior data scientists in analyzing datasets; Build basic machine learning models; Visualize results using Matplotlib, Seaborn, or Excel; Participate in academic projects or internships; Collaborate with team members for data-driven insights",Data Scientist; Python; R; SQL; ML Models; Data Visualization; Analytics
DS-F3,Data Analyst / Data Scientist Intern,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MongoDB; MySQL; Basic ML: classification, clustering","Assist in data collection, cleaning, and analysis; Implement basic machine learning models; Visualize insights for small-scale business problems; Collaborate under supervision in research tasks; Participate in learning and internship projects",Data Scientist; Data Analyst; Python; R; SQL; Machine Learning; Internship; Data Visualization
DS-F4,Data Scientist - Fresher,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; Basic ML algorithms: regression, classification, clustering",Perform exploratory data analysis; Build basic predictive models; Visualize business data for insights; Learn from senior team members; Contribute to small-scale projects,Data Scientist; Python; R; SQL; Data Analysis; Visualization; Machine Learning
DS-F5,Junior Machine Learning Engineer,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MongoDB; MySQL; Basic ML models: decision trees, K-means, logistic regression; Data preprocessing",Implement basic ML models for internal projects; Preprocess datasets for modeling; Visualize results for team review; Collaborate with senior data scientists; Learn ML best practices and workflows,Machine Learning Engineer; Python; R; SQL; Data Preprocessing; ML Models; Visualization
DS-F6,Entry Level Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; MongoDB; Basic ML: classification, regression, clustering; Data cleaning; Data wrangling",Support data analysis and modeling tasks; Assist in visualizations for insights; Learn data wrangling and preprocessing; Collaborate with senior team members; Participate in entry-level analytics projects,Data Scientist; Python; R; SQL; Data Analysis; Machine Learning; Visualization
DS-F7,Data Science Intern,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; Basic ML: logistic regression, clustering, decision trees; Data preprocessing; Data wrangling",Assist in analyzing datasets; Build basic predictive models; Visualize insights for projects; Participate in learning sessions; Work under supervision for analytics tasks,Data Science Intern; Python; R; SQL; Machine Learning; Data Visualization; Data Analysis
DS-F8,Fresher Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; MongoDB; Basic ML: classification, regression, clustering",Analyze small datasets to extract insights; Build simple predictive models; Create visualizations for reports; Collaborate with senior data scientists; Learn best practices for ML workflows,Data Scientist; Python; R; SQL; Machine Learning; Data Visualization; Entry Level
DS-F9,Data Science Associate,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; Basic ML: regression, classification, clustering; Data cleaning; Data preprocessing",Assist in exploratory data analysis; Implement basic predictive models; Perform data visualization; Learn ETL processes and analytics workflows; Collaborate on small-scale projects,Data Science Associate; Python; R; SQL; Machine Learning; Data Visualization; ETL
DS-E1,Data Scientist - Experienced,Mid-Senior,3-6,Python (advanced); R; SQL; Java/Scala; Regression; Classification; Clustering; Ensemble methods; Deep Learning; NLP; Reinforcement Learning; Hadoop; Spark; Tableau; PowerBI; ETL pipelines,Lead data science projects; Develop predictive models and perform feature engineering; Deploy machine learning solutions; Mentor junior team members; Ensure business value from analytics insights,Data Scientist; Machine Learning; Python; R; SQL; Deep Learning; NLP; Big Data
DS-S1,Senior Data Scientist,Senior,5+,Python; R; SQL; Java/Scala; Ensemble methods; Time-series modeling; Deep Learning; NLP; Spark; Hadoop; AWS EMR; ETL pipelines; Feature Engineering; Tableau; PowerBI; Jupyter; Git,Architect and deploy advanced analytics and ML solutions; Lead projects and optimize model performance; Manage a team of data scientists; Ensure insights align with business goals; Mentor junior scientists,Data Science; Machine Learning; Python; R; SQL; Deep Learning; Big Data; Analytics
DS-S2,Lead Data Scientist,Senior,6+,Python; R; SQL; Java/Scala; Classification; Regression; NLP; Reinforcement Learning; Ensemble methods; Spark; Hadoop; AWS; Azure; ETL automation; Feature Engineering; Tableau; PowerBI; Jupyter; Git,Drive end-to-end data science initiatives; Implement ML pipelines and advanced models; Mentor and lead a team; Present actionable insights to business stakeholders; Ensure solutions deliver measurable business impact,Data Science; AI; Machine Learning; Python; R; SQL; Big Data; Leadership
DS-S3,Principal Data Scientist,Senior,7+,Python; R; SQL; Java/Scala; Machine Learning; Deep Learning; NLP; Reinforcement Learning; Ensemble methods; Spark; Hadoop; AWS; GCP; ETL automation; Predictive modeling; Feature engineering; Tableau; PowerBI,Lead strategic analytics projects; Develop advanced ML/DL models; Manage data pipelines; Mentor junior scientists; Drive business value using data insights,Data Science; AI; Machine Learning; Big Data; Python; R; SQL; Leadership
DS-S4,Machine Learning Scientist,Senior,5+,Python; R; SQL; Java/Scala; Regression; Classification; NLP; Reinforcement Learning; Spark; Hadoop; AWS; Azure; ETL pipelines; Feature engineering; Tableau; PowerBI,Build advanced predictive models; Optimize ML algorithms; Lead AI/ML initiatives; Mentor junior team members; Present insights to business teams,Machine Learning; Python; R; SQL; AI; Deep Learning; Big Data; Leadership
DS-S5,Senior Machine Learning Engineer,Senior,5-7,Python (advanced); R; SQL; Java/Scala; Regression; Classification; NLP; Reinforcement Learning; Ensemble methods; Spark; Hadoop; AWS; GCP; ETL automation; Feature engineering; Tableau; PowerBI,Design and deploy ML and AI models for large datasets; Optimize model performance; Oversee ETL processes; Mentor junior team members; Ensure high-quality ML solutions,Machine Learning Engineer; Python; R; SQL; AI; Deep Learning; Big Data; Leadership
DS-S6,Lead Machine Learning Scientist,Senior,6+,Python; R; SQL; Java/Scala; Ensemble methods; Deep Learning; NLP; Reinforcement Learning; Spark; Hadoop; AWS; Azure; ETL automation; Feature engineering; Tableau; PowerBI,Lead ML/AI projects end-to-end; Develop advanced models; Mentor junior scientists; Deliver actionable insights to stakeholders; Ensure alignment with business objectives,Machine Learning; AI; Python; R; SQL; Big Data; Leadership
DS-S7,Data Science Team Lead,Senior,7+,Python; R; SQL; Java/Scala; Classification; Regression; NLP; Reinforcement Learning; Ensemble methods; Spark; Hadoop; AWS; GCP; ETL automation; Feature engineering; Predictive modeling; Tableau; PowerBI,Manage a team of data scientists; Oversee model development and feature engineering; Deploy analytics solutions; Ensure insights drive business strategy; Mentor and manage stakeholders,Data Science; AI; Machine Learning; Big Data; Leadership; Python; R; SQL
1,DevOps Engineer - Fresher,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; GitHub/GitLab; AWS basics; Azure basics; GCP basics; Bash; Python fundamentals; Terraform awareness; Ansible awareness; Linux basics,Assist in automating deployments; Build basic CI/CD pipelines; Manage containerized applications; Participate in academic or bootcamp projects,DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization; Automation
2,DevOps Engineer - Fresher,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; GitHub/GitLab; AWS basics; Azure basics; GCP basics; Bash; Python; Terraform awareness; Ansible awareness; Linux fundamentals,Support CI/CD pipelines; Containerize applications using Docker; Deploy sample apps to cloud environments under guidance,DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization
3,DevOps Engineer - Fresher,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS awareness; Azure awareness; GCP awareness; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,Implement basic DevOps pipelines; Assist in Docker container setups; Deploy apps on cloud platforms for learning projects,DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization
4,DevOps Engineer - Fresher,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,"Assist in automating build, test, and deployment processes; Containerize applications; Deploy to cloud with guidance",DevOps; Cloud; Fresher; Entry-Level; CI/CD; Automation
5,DevOps Engineer - Fresher,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS awareness; Azure awareness; GCP awareness; Bash basics; Python basics; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,Support deployment automation; Setup Docker containers; Participate in CI/CD pipeline creation for projects,DevOps; Cloud; Fresher; Entry-Level; Automation; CI/CD; Containerization
6,DevOps Engineer - Fresher,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; GitHub/GitLab; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,Assist in building CI/CD pipelines; Containerize applications with Docker; Deploy sample apps to cloud environments,DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization
7,DevOps Engineer - Fresher,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS awareness; Azure awareness; GCP awareness; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,Implement basic CI/CD pipelines; Containerize web apps with Docker; Deploy to cloud under supervision,DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization
8,DevOps Engineer - Fresher,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,"Assist in setting up automated build, test, deployment pipelines; Containerize apps; Deploy on cloud as part of team projects",DevOps; Cloud; Fresher; Entry-Level; Automation; CI/CD; Containerization
9,DevOps Engineer - Fresher,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,Support deployment automation; Implement basic CI/CD pipelines; Containerize applications for test and learning projects,DevOps; Cloud; Fresher; Entry-Level; CI/CD; Automation; Containerization
10,DevOps Engineer - Experienced,Experienced,4–8 years,AWS; Azure; GCP; Terraform; Ansible; Jenkins; GitLab CI; CircleCI; Kubernetes; Helm; Docker Swarm; Puppet; Chef; Prometheus; ELK stack; Grafana; DevSecOps; Linux/Unix; API automation; Microservices,"Design, implement, and manage scalable cloud infrastructure; Lead automated CI/CD pipelines; Manage Kubernetes clusters; Ensure DevSecOps compliance",DevOps; Cloud; Experienced; Senior-Level; CI/CD; Containerization; Automation; DevSecOps
DMS-F-001,Digital Marketing Specialist,Fresher,0-1,"Google Ads basics; Facebook Ads Manager basics; Instagram marketing basics; LinkedIn marketing basics; SEO fundamentals; SEM basics; Content creation; Copywriting; Blogging; Email marketing tools (Mailchimp, HubSpot) basics; Google Analytics basics; CMS (WordPress) basics; Creativity; Communication; Teamwork; Adaptability",Assist in planning and executing digital campaigns; Create content for social media and blogs; Support SEO and SEM optimization efforts; Assist with email marketing campaigns; Track and report basic analytics; Collaborate with team members for campaign support,Digital Marketing; SEO; SEM; Google Ads; Social Media Marketing; Content Creation; Email Marketing; Google Analytics; CMS; Marketing Tools
DMS-F-002,Digital Marketing Specialist,Fresher,0-1,SEO and SEM fundamentals; Content creation; Social media marketing basics; Email marketing basics; Google Analytics basics; CMS tools; Creativity; Team collaboration; Communication skills; Adaptability,Support digital marketing campaigns; Create content for social media and websites; Assist with SEO and SEM tasks; Monitor basic analytics metrics; Help with email marketing initiatives; Collaborate with team members,Digital Marketing; SEO; SEM; Content Creation; Social Media; Email Marketing; Analytics; Teamwork
DMS-F-003,Digital Marketing Specialist,Fresher,0-1,"Google Ads; Facebook Ads Manager; Instagram, LinkedIn basics; SEO/SEM fundamentals; Blogging and copywriting; Email marketing basics; Google Analytics basics; CMS (WordPress); Basic marketing automation; Creativity; Communication; Teamwork",Assist in campaign execution; Create marketing content; Support SEO/SEM optimization; Track analytics and metrics; Manage basic email marketing tasks; Collaborate with team on marketing projects,Digital Marketing; SEO; SEM; Google Ads; Content Creation; Email Marketing; Analytics; Social Media
DMS-F-004,Digital Marketing Specialist,Fresher,0-1,Digital advertising basics; SEO and SEM fundamentals; Social media marketing; Content creation and copywriting; Email marketing tools basics; Google Analytics basics; CMS knowledge; Creativity; Communication; Team collaboration; Adaptability,Support digital campaign creation; Assist in content and social media management; Monitor analytics metrics; Help with email marketing campaigns; Collaborate with team members; Assist with SEO/SEM tasks,Digital Marketing; SEO; SEM; Content Creation; Email Marketing; Social Media Marketing; Google Analytics; CMS
DMS-F-005,Digital Marketing Specialist,Fresher,0-1,"Google Ads and Facebook Ads basics; Instagram and LinkedIn marketing basics; SEO fundamentals; SEM basics; Content creation and copywriting; Email marketing (Mailchimp, HubSpot basics); Google Analytics; CMS tools (WordPress); Creativity; Communication; Teamwork; Adaptability",Assist in executing digital campaigns; Create and manage content for social media and websites; Support SEO/SEM optimization; Assist in email marketing tasks; Analyze basic marketing metrics; Collaborate with marketing team,Digital Marketing; SEO; SEM; Google Ads; Content Creation; Email Marketing; Social Media Marketing; Analytics
DMS-E-006,Digital Marketing Specialist,Experienced,3-5,"Advanced digital marketing strategies; SEO and SEM optimization; PPC campaigns; Multi-channel campaign management; Content creation and social media marketing; Email automation; Analytics and reporting (Google Analytics, Tableau, Mixpanel); Lead generation and nurturing; Marketing automation tools (HubSpot, Marketo, Salesforce); Brand strategy; UX design integration; Team leadership; Budget management; Data-driven marketing",Plan and execute multi-channel digital campaigns; Optimize SEO/SEM and PPC campaigns; Manage content and social media strategy; Lead email marketing automation initiatives; Analyze and report campaign performance; Develop lead generation and nurturing strategies; Oversee brand strategy and UX integration; Coordinate marketing team and manage budgets,Marketing Strategy; Campaign Management; A/B Testing; Conversion Rate Optimization; Marketing Automation; Lead Generation; Brand Management; Data-Driven Marketing
DMS-E-007,Digital Marketing Specialist,Experienced,4-6,"Digital marketing strategy; Multi-channel campaign management; SEO/SEM/PPC optimization; Content marketing; Social media marketing; Email automation; Marketing analytics and reporting; Lead generation and nurturing; CRM tools (HubSpot, Salesforce, Marketo); Brand management; UX integration; Team leadership; Budget management; Data-driven marketing",Develop and implement marketing strategies; Manage multi-channel campaigns; Optimize SEO/SEM and PPC performance; Lead content and social media marketing; Implement email automation campaigns; Analyze performance metrics; Drive lead generation and nurturing; Manage brand strategy and UX design integration; Coordinate team and manage marketing budget,Marketing Strategy; Campaign Management; SEO; SEM; PPC; Lead Generation; Marketing Automation; Brand Management; Data-Driven Marketing
DMS-E-008,Digital Marketing Specialist,Experienced,5-7,"Advanced digital campaigns; SEO, SEM, PPC; Content and social media marketing; Email marketing automation; Marketing analytics (Google Analytics, Tableau, Mixpanel); Lead generation; CRM and marketing automation tools; Brand strategy and UX design; Multi-channel campaign integration; Team leadership; Budget management; Data-driven decision making",Lead multi-channel digital campaigns; Optimize SEO/SEM/PPC performance; Oversee content and social media strategy; Manage email automation workflows; Analyze campaign performance and report ROI; Develop lead generation strategies; Integrate UX and brand strategy; Manage marketing team and budget,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Lead Generation; Marketing Automation; Brand Management
DMS-E-009,Digital Marketing Specialist,Experienced,6-8,"Digital marketing strategy; SEO, SEM, PPC optimization; Content and social media campaigns; Email marketing automation; Marketing analytics and reporting; Lead generation and nurturing; CRM tools (HubSpot, Marketo, Salesforce); Brand and UX strategy; Multi-channel campaign coordination; Team management; Budget and ROI optimization; Emerging marketing technologies (AI-driven personalization)",Plan and execute digital marketing strategy; Manage SEO/SEM and PPC campaigns; Oversee content and social media campaigns; Implement email automation workflows; Analyze campaign data and optimize performance; Lead lead generation initiatives; Integrate UX and brand strategy; Coordinate campaigns across channels; Manage team and budget; Adopt AI-driven personalization tools,Marketing Strategy; Campaign Management; SEO; SEM; PPC; Lead Generation; Marketing Automation; Brand Management; Data-Driven Marketing; AI Marketing Tools
DMS-E-010,Digital Marketing Specialist,Experienced,7-10,"Advanced digital marketing campaigns; SEO/SEM/PPC optimization; Content marketing strategy; Social media marketing; Email automation and personalization; Marketing analytics (Tableau, Mixpanel, GA); Lead generation and nurturing; Brand management and UX integration; Multi-channel campaign management; Team leadership; Budget planning; AI-powered marketing tools; Data-driven marketing",Lead strategic digital marketing campaigns; Optimize SEO/SEM and PPC efforts; Oversee content and social media strategy; Implement email automation and personalization; Analyze performance metrics and optimize ROI; Develop lead generation campaigns; Integrate brand strategy and UX design; Manage multi-channel campaigns; Lead marketing team; Plan and optimize marketing budgets; Leverage AI-powered tools,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Lead Generation; Brand Management; AI Marketing Tools
DMS-E-011,Digital Marketing Specialist,Experienced,5-7,"Digital strategy development; SEO and SEM optimization; PPC campaigns management; Content marketing strategy; Social media campaigns; Email automation tools (HubSpot, Marketo); Analytics and reporting (GA, Tableau, Mixpanel); Lead generation and nurturing; Brand management; UX design integration; Team leadership; Budget planning; Data-driven marketing; AI-driven marketing strategies","Plan and execute advanced digital marketing strategies; Manage SEO, SEM, and PPC campaigns; Oversee content creation and social media marketing; Implement email automation and personalization campaigns; Analyze performance metrics and report results; Develop and manage lead generation programs; Integrate brand strategy and UX design; Lead cross-functional marketing teams; Manage budgets and optimize ROI; Leverage AI-driven marketing tools for campaign optimization",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Management; UX Design; AI Marketing Tools
DMS-E-012,Digital Marketing Specialist,Experienced,6-8,"Multi-channel marketing strategy; Advanced SEO and SEM; PPC campaign optimization; Content and social media marketing; Email marketing automation; Marketing analytics (GA, Tableau, Mixpanel); CRM tools (HubSpot, Salesforce); Lead generation and nurturing; Brand strategy; UX/UI integration; Team management; Budget optimization; AI-powered marketing solutions; Data-driven decision making","Develop and execute multi-channel marketing campaigns; Optimize SEO, SEM, and PPC performance; Manage content creation and social media strategy; Implement automated email campaigns; Analyze marketing data to inform decisions; Oversee lead generation and nurturing processes; Integrate UX and brand strategy; Lead marketing teams; Manage budgets and ROI; Adopt AI-powered tools for campaign improvement",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Management; UX Integration; AI Marketing Tools; Analytics
DMS-E-013,Digital Marketing Specialist,Experienced,7-10,"Strategic digital marketing planning; SEO/SEM/PPC optimization; Content and social media campaigns; Email automation and personalization; Advanced analytics (Google Analytics, Tableau, Mixpanel); Lead generation and CRM management; Brand strategy; UX/UI integration; Cross-channel campaign management; Team leadership; Budget and ROI management; AI-driven marketing strategies; Data-driven campaign optimization","Lead strategy for digital marketing campaigns; Optimize SEO, SEM, and PPC campaigns; Oversee content and social media marketing initiatives; Manage automated and personalized email campaigns; Analyze marketing performance data and report insights; Drive lead generation and CRM strategies; Implement brand strategy and UX integration; Manage multi-channel campaigns and marketing teams; Plan and control budgets and ROI; Incorporate AI-driven solutions into campaigns",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI Integration; AI Marketing Tools; Analytics
DMS-E-014,Digital Marketing Specialist,Experienced,5-8,"Digital campaign strategy; SEO/SEM/PPC management; Content marketing and social media strategy; Email marketing automation; Marketing analytics and reporting; Lead generation and nurturing; CRM and automation tools (HubSpot, Marketo, Salesforce); Brand strategy; UX and UI design integration; Team leadership; Budget management; Data-driven marketing decisions; AI marketing tools; Conversion rate optimization","Plan and implement strategic digital marketing campaigns; Optimize SEO, SEM, and PPC performance; Oversee content and social media marketing; Manage automated email campaigns; Analyze performance metrics to optimize campaigns; Drive lead generation and CRM efforts; Integrate brand and UX/UI strategies; Lead marketing teams; Manage budget and track ROI; Implement AI-driven marketing solutions; Improve conversion rates through data insights",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI; AI Marketing Tools; Analytics; Conversion Optimization
DMS-E-015,Digital Marketing Specialist,Experienced,6-10,"Advanced digital marketing strategy; SEO, SEM, PPC campaigns; Content and social media marketing; Email automation; Marketing analytics (GA, Tableau, Mixpanel); Lead generation and CRM management; Brand strategy and UX integration; Cross-channel campaign coordination; Team leadership; Budget planning and ROI optimization; AI-driven marketing solutions; Data-driven campaign strategies; Emerging marketing technologies","Lead digital marketing strategy and campaigns; Optimize SEO, SEM, and PPC performance; Manage content creation and social media initiatives; Implement automated and personalized email campaigns; Analyze marketing performance and provide insights; Oversee lead generation and CRM processes; Integrate brand strategy and UX across campaigns; Coordinate cross-channel campaigns; Lead marketing teams; Manage budgets and maximize ROI; Leverage AI and emerging technologies in marketing; Optimize campaigns using data-driven strategies",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX Integration; AI Marketing Tools; Analytics; Campaign Optimization
DMS-E-016,Digital Marketing Specialist,Experienced,5-7,"Digital marketing strategy; SEO, SEM, PPC optimization; Content and social media campaigns; Email marketing automation; Marketing analytics and reporting; Lead generation and CRM tools; Brand and UX strategy; Multi-channel campaign management; Team leadership; Budget optimization; AI-driven personalization; Data-driven marketing; Emerging marketing technologies","Plan and execute digital marketing strategies; Optimize SEO, SEM, PPC campaigns; Oversee content and social media marketing initiatives; Manage automated email campaigns; Analyze campaign performance metrics; Implement lead generation strategies using CRM tools; Integrate brand strategy and UX design; Manage multi-channel campaigns and teams; Plan and optimize marketing budget; Incorporate AI-driven personalization and emerging tools; Make data-driven marketing decisions",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI Integration; AI Marketing Tools; Analytics; Emerging Technologies
DMS-E-017,Digital Marketing Specialist,Experienced,6-9,"Strategic digital marketing planning; SEO/SEM/PPC campaign management; Content marketing and social media strategy; Email automation; Marketing analytics (GA, Tableau, Mixpanel); Lead generation and CRM integration; Brand strategy and UX design integration; Cross-channel campaign coordination; Team leadership and mentorship; Budget management; AI-driven marketing and personalization; Data-driven optimization; Emerging marketing technologies","Lead strategic digital marketing campaigns; Manage SEO, SEM, PPC performance; Oversee content creation and social media strategy; Implement automated email campaigns; Analyze marketing performance and optimize ROI; Manage lead generation and CRM initiatives; Integrate brand strategy and UX design; Coordinate cross-channel campaigns; Lead and mentor marketing teams; Manage budgets and track performance; Apply AI-driven personalization strategies; Adopt emerging marketing technologies",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI Integration; AI Marketing Tools; Analytics; Emerging Technologies
DMS-E-018,Digital Marketing Specialist,Experienced,7-10,"Advanced digital marketing campaigns; SEO, SEM, PPC optimization; Content marketing and social media strategy; Email marketing automation; Analytics and reporting (GA, Tableau, Mixpanel); Lead generation and CRM tools; Brand management and UX integration; Multi-channel campaign coordination; Team leadership; Budget management and ROI optimization; AI-driven personalization and marketing automation; Data-driven strategy implementation; Emerging marketing technologies","Lead and manage digital marketing campaigns; Optimize SEO, SEM, and PPC performance; Oversee content and social media marketing strategy; Manage automated and personalized email campaigns; Analyze analytics and reporting data; Drive lead generation and CRM integration; Implement brand management and UX design integration; Coordinate multi-channel campaigns; Lead marketing team and manage budget; Incorporate AI-driven personalization and marketing automation; Adopt emerging marketing technologies; Implement data-driven strategies",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Management; UX Integration; AI Marketing Tools; Analytics; Emerging Technologies
